Product ID,Description,price,Category
974,For the Duration,12.37,Classic Vocalists
975,Black &amp; Blue,9.89,Bebop
976,I'll Take Romance,12.59,Traditional Vocal Pop
977,Girl Singer,15.85,Classic Vocalists
978,Hand Crafted Swing,12.58,Swing Jazz
979,With Strings,8.7,Swing Jazz
980,East of the Sun,12.58,Swing Jazz
981,Burnin,12.74,Bebop
982,Concord Jazz Guitar Collective,17.09,Swing Jazz
983,Easy to Love: Songs of Cole Porter,14.23,Traditional Vocal Pop
984,Collage,10.85,Traditional Vocal Pop
985,A&amp;E's Evening With Mel Torme,11.06,Traditional Vocal Pop
986,Mothers &amp; Daughters,9.49,Classic Vocalists
987,After Hours,12.58,Swing Jazz
988,Let's Face the Music: The Songs of Irving Berlin,12.59,Traditional Vocal Pop
989,Live at Birdland,8.91,Bebop
990,Seven Come Eleven,39.99,Bebop
991,The Art Of The Theremin,14.16,Ballets
992,Starker Plays Kodaly,14.18,Chamber Music
993,Clarinet Cto / Clarinet Quintet,17.1,Chamber Music
994,Brahms/Schumann Soiree,16.13,Chamber Music
995,Howard Hanson Symphonies No. 1 &quot;Nordic&quot; and No. 2 &quot;Romantic&quot;,14.98,Symphonies
996,Shostakovich: Symphony No. 11,16.16,CDs & Vinyl
997,Portraits Of Freedom: Music of Aaron Copland and Roy Harris,14.16,Marches
998,In a Quiet Cathedral,21.06,Chamber Music
999,Mysterious Mountain,14.55,Concertos
